sls_ord_num,product_key,customer_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO52336,122,18042,29040,2013-02-06,2013-02-13,2013-02-18,5,1,5
SO52343,195,9345,20343,2013-02-06,2013-02-13,2013-02-18,70,1,70
SO52361,102,8773,19771,2013-02-06,2013-02-13,2013-02-18,9,1,9
SO52397,137,685,11683,2013-02-07,2013-02-14,2013-02-19,2295,1,2295
SO52419,108,621,11619,2013-02-08,2013-02-15,2013-02-20,35,1,35
SO57523,158,8784,19782,2013-05-05,2013-05-12,2013-05-17,2443,1,2443
SO57527,176,13355,24353,2013-05-05,2013-05-12,2013-05-17,2384,1,2384
SO57584,118,8609,19607,2013-05-06,2013-05-13,2013-05-18,33,1,33
SO57594,151,13362,24360,2013-05-07,2013-05-14,2013-05-19,1120,1,1120
SO57626,179,18310,29308,2013-05-07,2013-05-14,2013-05-19,2384,1,2384
SO47842,53,4340,15338,2012-04-14,2012-04-21,2012-04-26,783,1,783
SO47849,53,4344,15342,2012-04-15,2012-04-22,2012-04-27,783,1,783
SO47925,149,13902,24900,2012-04-24,2012-05-01,2012-05-06,1000,1,1000
SO48164,50,15440,26438,2012-05-11,2012-05-18,2012-05-23,783,1,783
SO48240,53,9858,20856,2012-05-24,2012-05-31,2012-06-05,783,1,783
SO48283,53,4391,15389,2012-05-29,2012-06-05,2012-06-10,783,1,783
SO48285,53,4374,15372,2012-05-29,2012-06-05,2012-06-10,783,1,783
SO48494,149,3274,14272,2012-06-08,2012-06-15,2012-06-20,1000,1,1000
SO48683,149,6650,17648,2012-06-25,2012-07-02,2012-07-07,1000,1,1000
SO49020,149,8037,19035,2012-07-28,2012-08-04,2012-08-09,1000,1,1000
SO49023,50,15591,26589,2012-07-28,2012-08-04,2012-08-09,783,1,783
SO49638,149,8069,19067,2012-09-07,2012-09-14,2012-09-19,1000,1,1000
SO49639,50,8388,19386,2012-09-07,2012-09-14,2012-09-19,783,1,783
SO50024,50,16408,27406,2012-10-10,2012-10-17,2012-10-22,783,1,783
SO61956,200,9454,20452,2013-07-11,2013-07-18,2013-07-23,64,1,64
SO61968,178,898,11896,2013-07-11,2013-07-18,2013-07-23,2384,1,2384
SO62015,149,9439,20437,2013-07-12,2013-07-19,2013-07-24,1120,1,1120
SO62153,200,12900,23898,2013-07-14,2013-07-21,2013-07-26,64,1,64
SO62154,136,6231,17229,2013-07-14,2013-07-21,2013-07-26,769,1,769
SO62209,184,4976,15974,2013-07-15,2013-07-22,2013-07-27,24,1,24
SO62253,184,279,11277,2013-07-16,2013-07-23,2013-07-28,24,1,24
SO62312,197,9273,20271,2013-07-17,2013-07-24,2013-07-29,70,1,70
SO62376,184,1619,12617,2013-07-18,2013-07-25,2013-07-30,24,1,24
SO62378,197,1770,12768,2013-07-18,2013-07-25,2013-07-30,70,1,70
SO62512,170,3993,14991,2013-07-20,2013-07-27,2013-08-01,742,1,742
SO63780,192,7384,18382,2013-08-07,2013-08-14,2013-08-19,54,1,54
SO63816,145,11628,22626,2013-08-07,2013-08-14,2013-08-19,540,1,540
SO63952,190,6078,17076,2013-08-10,2013-08-17,2013-08-22,50,1,50
SO64124,190,11311,22309,2013-08-13,2013-08-20,2013-08-25,50,1,50
SO64164,149,14821,25819,2013-08-13,2013-08-20,2013-08-25,1120,1,1120
SO64164,192,14821,25819,2013-08-13,2013-08-20,2013-08-25,54,1,54
SO64194,184,15723,26721,2013-08-14,2013-08-21,2013-08-26,24,1,24
SO64219,192,4108,15106,2013-08-14,2013-08-21,2013-08-26,54,1,54
SO64234,178,13766,24764,2013-08-14,2013-08-21,2013-08-26,2384,1,2384
SO64253,200,734,11732,2013-08-15,2013-08-22,2013-08-27,64,1,64
SO64288,149,8990,19988,2013-08-15,2013-08-22,2013-08-27,1120,1,1120
SO67221,184,11764,22762,2013-09-28,2013-10-05,2013-10-10,24,1,24
SO67238,136,3757,14755,2013-09-28,2013-10-05,2013-10-10,769,1,769
SO67238,197,3757,14755,2013-09-28,2013-10-05,2013-10-10,70,1,70
SO67238,192,3757,14755,2013-09-28,2013-10-05,2013-10-10,54,1,54
SO67433,184,18248,29246,2013-09-30,2013-10-07,2013-10-12,24,1,24
SO67600,197,7767,18765,2013-10-02,2013-10-09,2013-10-14,70,1,70
SO67618,136,4193,15191,2013-10-02,2013-10-09,2013-10-14,769,1,769
SO67627,145,13268,24266,2013-10-02,2013-10-09,2013-10-14,540,1,540
SO67703,200,8069,19067,2013-10-04,2013-10-11,2013-10-16,64,1,64
SO67758,149,9188,20186,2013-10-04,2013-10-11,2013-10-16,1120,1,1120
SO67764,182,4678,15676,2013-10-04,2013-10-11,2013-10-16,2384,1,2384
SO67775,136,6967,17965,2013-10-05,2013-10-12,2013-10-17,769,1,769
SO67809,184,13717,24715,2013-10-05,2013-10-12,2013-10-17,24,1,24
SO52323,145,9154,20152,2013-02-05,2013-02-12,2013-02-17,540,1,540
SO52331,190,3055,14053,2013-02-06,2013-02-13,2013-02-18,50,1,50
SO52494,197,7969,18967,2013-02-09,2013-02-16,2013-02-21,70,1,70
SO52494,192,7969,18967,2013-02-09,2013-02-16,2013-02-21,54,1,54
SO52576,178,3942,14940,2013-02-10,2013-02-17,2013-02-22,2384,1,2384
SO52712,190,5912,16910,2013-02-13,2013-02-20,2013-02-25,50,1,50
SO52844,172,1000,11998,2013-02-16,2013-02-23,2013-02-28,1215,1,1215
SO50166,149,8469,19467,2012-10-25,2012-11-01,2012-11-06,1000,1,1000
SO50376,149,6833,17831,2012-11-01,2012-11-08,2012-11-13,1000,1,1000
SO51058,149,3474,14472,2012-12-25,2013-01-01,2013-01-06,1000,1,1000
SO51076,50,4961,15959,2012-12-27,2013-01-03,2013-01-08,783,1,783
SO51344,190,5795,16793,2013-01-07,2013-01-14,2013-01-19,50,1,50
SO55841,197,8154,19152,2013-04-07,2013-04-14,2013-04-19,70,1,70
SO55861,200,14017,25015,2013-04-07,2013-04-14,2013-04-19,64,1,64
SO55891,197,3657,14655,2013-04-08,2013-04-15,2013-04-20,70,1,70
SO55927,200,983,11981,2013-04-09,2013-04-16,2013-04-21,64,1,64
SO55935,190,17597,28595,2013-04-09,2013-04-16,2013-04-21,50,1,50
SO55940,197,9122,20120,2013-04-09,2013-04-16,2013-04-21,70,1,70
SO56000,190,11477,22475,2013-04-10,2013-04-17,2013-04-22,50,1,50
SO56083,197,8888,19886,2013-04-12,2013-04-19,2013-04-24,70,1,70
SO56258,136,5714,16712,2013-04-15,2013-04-22,2013-04-27,769,1,769
SO56262,145,17212,28210,2013-04-15,2013-04-22,2013-04-27,540,1,540
SO56262,184,17212,28210,2013-04-15,2013-04-22,2013-04-27,24,1,24
SO55725,162,249,11247,2013-04-05,2013-04-12,2013-04-17,742,1,742
SO55744,114,5612,16610,2013-04-06,2013-04-13,2013-04-18,30,1,30
SO55760,114,11079,22077,2013-04-06,2013-04-13,2013-04-18,30,1,30
SO55775,114,7016,18014,2013-04-06,2013-04-13,2013-04-18,30,1,30
SO55837,114,12366,23364,2013-04-07,2013-04-14,2013-04-19,30,1,30
SO50843,139,1854,12852,2012-12-05,2012-12-12,2012-12-17,2049,1,2049
SO50988,139,5166,16164,2012-12-18,2012-12-25,2012-12-30,2049,1,2049
SO50994,46,16487,27485,2012-12-18,2012-12-25,2012-12-30,783,1,783
SO67621,109,2408,13406,2013-10-02,2013-10-09,2013-10-14,35,1,35
SO67643,110,1690,12688,2013-10-02,2013-10-09,2013-10-14,35,1,35
SO67677,109,13847,24845,2013-10-03,2013-10-10,2013-10-15,35,1,35
SO67711,120,1204,12202,2013-10-04,2013-10-11,2013-10-16,5,1,5
SO67722,120,4294,15292,2013-10-04,2013-10-11,2013-10-16,5,1,5
SO67722,109,4294,15292,2013-10-04,2013-10-11,2013-10-16,35,1,35
SO64247,111,14247,25245,2013-08-15,2013-08-22,2013-08-27,55,1,55
SO64268,110,10289,21287,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64283,159,10203,21201,2013-08-15,2013-08-22,2013-08-27,2443,1,2443
SO64283,110,10203,21201,2013-08-15,2013-08-22,2013-08-27,35,1,35
SO64285,168,18227,29225,2013-08-15,2013-08-22,2013-08-27,742,1,742
SO64292,146,12904,23902,2013-08-15,2013-08-22,2013-08-27,540,1,540
SO59484,177,18470,29468,2013-06-04,2013-06-11,2013-06-16,2384,1,2384
SO59518,114,8149,19147,2013-06-05,2013-06-12,2013-06-17,30,1,30
SO59519,114,11164,22162,2013-06-05,2013-06-12,2013-06-17,30,1,30
SO59565,177,14408,25406,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO59582,114,6245,17243,2013-06-06,2013-06-13,2013-06-18,30,1,30
SO59594,114,12893,23891,2013-06-06,2013-06-13,2013-06-18,30,1,30
SO49387,56,6116,17114,2012-08-21,2012-08-28,2012-09-02,2443,1,2443
SO49402,140,1304,12302,2012-08-23,2012-08-30,2012-09-04,2071,1,2071
SO49419,55,12536,23534,2012-08-24,2012-08-31,2012-09-05,2443,1,2443
SO49591,140,16094,27092,2012-09-01,2012-09-08,2012-09-13,2071,1,2071
SO49599,55,4923,15921,2012-09-02,2012-09-09,2012-09-14,2443,1,2443
SO49609,150,3369,14367,2012-09-03,2012-09-10,2012-09-15,1000,1,1000
SO49618,140,3308,14306,2012-09-04,2012-09-11,2012-09-16,2071,1,2071
SO49694,55,6970,17968,2012-09-13,2012-09-20,2012-09-25,2443,1,2443
SO49816,150,3376,14374,2012-09-27,2012-10-04,2012-10-09,1000,1,1000
SO49819,55,12661,23659,2012-09-27,2012-10-04,2012-10-09,2443,1,2443
SO49927,150,6777,17775,2012-10-01,2012-10-08,2012-10-13,1000,1,1000
SO49943,148,3419,14417,2012-10-02,2012-10-09,2012-10-14,1000,1,1000
SO49966,140,1858,12856,2012-10-05,2012-10-12,2012-10-17,2071,1,2071
SO50002,55,13172,24170,2012-10-08,2012-10-15,2012-10-20,2443,1,2443
SO50018,52,9878,20876,2012-10-10,2012-10-17,2012-10-22,783,1,783
SO50039,56,7002,18000,2012-10-12,2012-10-19,2012-10-24,2443,1,2443
SO50055,148,8481,19479,2012-10-14,2012-10-21,2012-10-26,1000,1,1000
SO50118,52,10046,21044,2012-10-21,2012-10-28,2012-11-02,783,1,783
SO50442,140,404,11402,2012-11-07,2012-11-14,2012-11-19,2071,1,2071
SO50449,140,4437,15435,2012-11-07,2012-11-14,2012-11-19,2071,1,2071
SO50480,148,14140,25138,2012-11-10,2012-11-17,2012-11-22,1000,1,1000
SO50483,140,4580,15578,2012-11-10,2012-11-17,2012-11-22,2071,1,2071
SO50487,148,14215,25213,2012-11-11,2012-11-18,2012-11-23,1000,1,1000
SO50524,52,4916,15914,2012-11-16,2012-11-23,2012-11-28,783,1,783
SO50648,56,2919,13917,2012-11-27,2012-12-04,2012-12-09,2443,1,2443
SO50769,55,13486,24484,2012-11-28,2012-12-05,2012-12-10,2443,1,2443
SO50798,150,6902,17900,2012-12-01,2012-12-08,2012-12-13,1000,1,1000
SO50859,55,13504,24502,2012-12-06,2012-12-13,2012-12-18,2443,1,2443
SO50870,140,4766,15764,2012-12-07,2012-12-14,2012-12-19,2071,1,2071
SO50877,140,1865,12863,2012-12-08,2012-12-15,2012-12-20,2071,1,2071
SO50893,140,5030,16028,2012-12-09,2012-12-16,2012-12-21,2071,1,2071
SO67258,201,16887,27885,2013-09-28,2013-10-05,2013-10-10,64,1,64
SO67362,114,11725,22723,2013-09-29,2013-10-06,2013-10-11,30,1,30
SO67391,150,15662,26660,2013-09-29,2013-10-06,2013-10-11,1120,1,1120
SO67416,177,2008,13006,2013-09-29,2013-10-06,2013-10-11,2384,1,2384
SO67470,150,9210,20208,2013-09-30,2013-10-07,2013-10-12,1120,1,1120
SO67528,114,9178,20176,2013-10-01,2013-10-08,2013-10-13,30,1,30
SO67562,143,12818,23816,2013-10-01,2013-10-08,2013-10-13,540,1,540
SO67577,201,4212,15210,2013-10-02,2013-10-09,2013-10-14,64,1,64
SO67621,167,2408,13406,2013-10-02,2013-10-09,2013-10-14,742,1,742
SO67698,201,6352,17350,2013-10-04,2013-10-11,2013-10-16,64,1,64
SO67711,114,1204,12202,2013-10-04,2013-10-11,2013-10-16,30,1,30
SO67791,114,661,11659,2013-10-05,2013-10-12,2013-10-17,30,1,30
SO52303,114,11982,22980,2013-02-05,2013-02-12,2013-02-17,30,1,30
SO52339,114,12786,23784,2013-02-06,2013-02-13,2013-02-18,30,1,30
SO52428,114,7606,18604,2013-02-08,2013-02-15,2013-02-20,30,1,30
SO52465,143,11464,22462,2013-02-08,2013-02-15,2013-02-20,540,1,540
SO52491,114,2097,13095,2013-02-09,2013-02-16,2013-02-21,30,1,30
SO52522,150,5516,16514,2013-02-10,2013-02-17,2013-02-22,1120,1,1120
SO52572,150,8531,19529,2013-02-10,2013-02-17,2013-02-22,1120,1,1120
SO52643,114,1297,12295,2013-02-12,2013-02-19,2013-02-24,30,1,30
SO52700,201,2501,13499,2013-02-13,2013-02-20,2013-02-25,64,1,64
SO52765,162,15319,26317,2013-02-14,2013-02-21,2013-02-26,742,1,742
SO52856,114,1897,12895,2013-02-16,2013-02-23,2013-02-28,30,1,30
SO52868,114,6852,17850,2013-02-16,2013-02-23,2013-02-28,30,1,30
SO52897,114,12111,23109,2013-02-17,2013-02-24,2013-03-01,30,1,30
SO57686,176,1323,12321,2013-05-08,2013-05-15,2013-05-20,2384,1,2384
SO57699,118,5701,16699,2013-05-09,2013-05-16,2013-05-21,33,1,33
SO57738,118,8616,19614,2013-05-09,2013-05-16,2013-05-21,33,1,33
SO57842,179,4699,15697,2013-05-11,2013-05-18,2013-05-23,2384,1,2384
SO57843,151,13923,24921,2013-05-12,2013-05-19,2013-05-24,1120,1,1120
SO58126,151,9007,20005,2013-05-16,2013-05-23,2013-05-28,1120,1,1120
SO58129,176,13160,24158,2013-05-16,2013-05-23,2013-05-28,2384,1,2384
SO58209,118,14902,25900,2013-05-18,2013-05-25,2013-05-30,33,1,33
SO58210,118,14166,25164,2013-05-18,2013-05-25,2013-05-30,33,1,33
SO58495,118,9086,20084,2013-05-23,2013-05-30,2013-06-04,33,1,33
SO58507,118,3195,14193,2013-05-23,2013-05-30,2013-06-04,33,1,33
SO60501,118,9241,20239,2013-06-19,2013-06-26,2013-07-01,33,1,33
SO60782,118,13264,24262,2013-06-24,2013-07-01,2013-07-06,33,1,33
SO60856,118,14898,25896,2013-06-25,2013-07-02,2013-07-07,33,1,33
SO61084,176,14432,25430,2013-06-28,2013-07-05,2013-07-10,2384,1,2384
SO61330,118,13396,24394,2013-07-01,2013-07-08,2013-07-13,33,1,33
SO61429,118,9618,20616,2013-07-03,2013-07-10,2013-07-15,33,1,33
SO61446,118,5508,16506,2013-07-03,2013-07-10,2013-07-15,33,1,33
SO61523,118,9611,20609,2013-07-04,2013-07-11,2013-07-16,33,1,33
SO55089,151,8673,19671,2013-03-26,2013-04-02,2013-04-07,1120,1,1120
SO66153,179,4931,15929,2013-09-10,2013-09-17,2013-09-22,2384,1,2384
SO66220,118,13296,24294,2013-09-12,2013-09-19,2013-09-24,33,1,33
SO66318,134,4029,15027,2013-09-14,2013-09-21,2013-09-26,769,1,769
SO66363,176,3461,14459,2013-09-14,2013-09-21,2013-09-26,2384,1,2384
SO66549,118,7271,18269,2013-09-17,2013-09-24,2013-09-29,33,1,33
SO66716,118,13657,24655,2013-09-20,2013-09-27,2013-10-02,33,1,33
SO66774,118,5167,16165,2013-09-21,2013-09-28,2013-10-03,33,1,33
SO66791,118,14091,25089,2013-09-21,2013-09-28,2013-10-03,33,1,33
SO47896,151,6208,17206,2012-04-21,2012-04-28,2012-05-03,1000,1,1000
SO48156,158,11583,22581,2012-05-10,2012-05-17,2012-05-22,2182,1,2182
SO48188,158,11581,22579,2012-05-16,2012-05-23,2012-05-28,2182,1,2182
SO48280,158,2489,13487,2012-05-29,2012-06-05,2012-06-10,2182,1,2182
SO48404,158,2732,13730,2012-05-30,2012-06-06,2012-06-11,2182,1,2182
SO48424,158,4072,15070,2012-06-01,2012-06-08,2012-06-13,2182,1,2182
SO48461,151,7169,18167,2012-06-05,2012-06-12,2012-06-17,1000,1,1000
SO48585,151,13921,24919,2012-06-15,2012-06-22,2012-06-27,1000,1,1000
SO48599,158,4004,15002,2012-06-17,2012-06-24,2012-06-29,2182,1,2182
SO48884,151,13923,24921,2012-07-10,2012-07-17,2012-07-22,1000,1,1000
SO48897,158,5542,16540,2012-07-12,2012-07-19,2012-07-24,2182,1,2182
SO48999,158,4465,15463,2012-07-25,2012-08-01,2012-08-06,2182,1,2182
SO49236,151,14023,25021,2012-08-05,2012-08-12,2012-08-17,1000,1,1000
SO49804,158,15202,26200,2012-09-26,2012-10-03,2012-10-08,2182,1,2182
SO49945,151,14121,25119,2012-10-02,2012-10-09,2012-10-14,1000,1,1000
SO50096,158,6980,17978,2012-10-18,2012-10-25,2012-10-30,2182,1,2182
SO50179,158,6771,17769,2012-10-27,2012-11-03,2012-11-08,2182,1,2182
SO50410,158,7137,18135,2012-11-04,2012-11-11,2012-11-16,2182,1,2182
SO50498,151,3436,14434,2012-11-12,2012-11-19,2012-11-24,1000,1,1000
SO61557,118,13287,24285,2013-07-05,2013-07-12,2013-07-17,33,1,33
SO61612,118,3727,14725,2013-07-06,2013-07-13,2013-07-18,33,1,33
SO61654,179,896,11894,2013-07-06,2013-07-13,2013-07-18,2384,1,2384
SO61680,118,14900,25898,2013-07-07,2013-07-14,2013-07-19,33,1,33
SO61726,151,9543,20541,2013-07-07,2013-07-14,2013-07-19,1120,1,1120
SO61776,176,15057,26055,2013-07-08,2013-07-15,2013-07-20,2384,1,2384
SO61905,176,2593,13591,2013-07-10,2013-07-17,2013-07-22,2384,1,2384
SO62105,118,4865,15863,2013-07-14,2013-07-21,2013-07-26,33,1,33
SO62171,118,3125,14123,2013-07-15,2013-07-22,2013-07-27,33,1,33
SO62250,118,12794,23792,2013-07-16,2013-07-23,2013-07-28,33,1,33
SO62479,118,5635,16633,2013-07-20,2013-07-27,2013-08-01,33,1,33
SO62540,158,5431,16429,2013-07-21,2013-07-28,2013-08-02,2443,1,2443
SO62540,118,5431,16429,2013-07-21,2013-07-28,2013-08-02,33,1,33
SO63105,151,14230,25228,2013-07-30,2013-08-06,2013-08-11,1120,1,1120
SO63113,151,16904,27902,2013-07-30,2013-08-06,2013-08-11,1120,1,1120
SO63407,151,14223,25221,2013-08-01,2013-08-08,2013-08-13,1120,1,1120
SO63773,118,14257,25255,2013-08-07,2013-08-14,2013-08-19,33,1,33
SO63946,134,6242,17240,2013-08-09,2013-08-16,2013-08-21,769,1,769
SO64110,176,13762,24760,2013-08-12,2013-08-19,2013-08-24,2384,1,2384
SO51517,158,9041,20039,2013-01-18,2013-01-25,2013-01-30,2443,1,2443
SO51623,158,11447,22445,2013-01-24,2013-01-31,2013-02-05,2443,1,2443
SO51623,118,11447,22445,2013-01-24,2013-01-31,2013-02-05,33,1,33
SO51635,158,7244,18242,2013-01-25,2013-02-01,2013-02-06,2443,1,2443
SO51635,118,7244,18242,2013-01-25,2013-02-01,2013-02-06,33,1,33
SO51670,179,13423,24421,2013-01-26,2013-02-02,2013-02-07,2384,1,2384
SO51895,118,13996,24994,2013-01-28,2013-02-04,2013-02-09,33,1,33
SO52032,134,5408,16406,2013-01-31,2013-02-07,2013-02-12,769,1,769
SO52172,118,13991,24989,2013-02-03,2013-02-10,2013-02-15,33,1,33
SO52302,118,726,11724,2013-02-05,2013-02-12,2013-02-17,33,1,33
SO52414,118,5610,16608,2013-02-08,2013-02-15,2013-02-20,33,1,33
SO55964,177,13817,24815,2013-04-09,2013-04-16,2013-04-21,2384,1,2384
SO59081,114,10190,21188,2013-05-30,2013-06-06,2013-06-11,30,1,30
SO59161,114,12062,23060,2013-05-31,2013-06-07,2013-06-12,30,1,30
SO59202,150,4927,15925,2013-05-31,2013-06-07,2013-06-12,1120,1,1120
SO59212,140,2602,13600,2013-06-01,2013-06-08,2013-06-13,2320,1,2320
SO59226,114,1185,12183,2013-06-01,2013-06-08,2013-06-13,30,1,30
SO59227,114,12296,23294,2013-06-01,2013-06-08,2013-06-13,30,1,30
SO59337,148,8118,19116,2013-06-02,2013-06-09,2013-06-14,1120,1,1120
SO59357,114,11162,22160,2013-06-03,2013-06-10,2013-06-15,30,1,30
SO59462,148,13468,24466,2013-06-04,2013-06-11,2013-06-16,1120,1,1120
SO59515,114,11779,22777,2013-06-05,2013-06-12,2013-06-17,30,1,30
SO59543,114,1768,12766,2013-06-05,2013-06-12,2013-06-17,30,1,30
SO59548,140,2655,13653,2013-06-05,2013-06-12,2013-06-17,2320,1,2320
SO59564,177,14870,25868,2013-06-05,2013-06-12,2013-06-17,2384,1,2384
SO49291,150,8435,19433,2012-08-12,2012-08-19,2012-08-24,1000,1,1000
SO49348,56,12549,23547,2012-08-17,2012-08-24,2012-08-29,2443,1,2443
SO49383,148,14034,25032,2012-08-20,2012-08-27,2012-09-01,1000,1,1000
SO49411,55,4678,15676,2012-08-24,2012-08-31,2012-09-05,2443,1,2443
SO49425,56,4625,15623,2012-08-25,2012-09-01,2012-09-06,2443,1,2443
SO49428,55,2872,13870,2012-08-25,2012-09-01,2012-09-06,2443,1,2443
SO49586,140,1502,12500,2012-09-01,2012-09-08,2012-09-13,2071,1,2071
SO49651,140,3672,14670,2012-09-08,2012-09-15,2012-09-20,2071,1,2071
SO49674,56,2889,13887,2012-09-10,2012-09-17,2012-09-22,2443,1,2443
SO49762,55,6950,17948,2012-09-21,2012-09-28,2012-10-03,2443,1,2443
SO49982,148,3408,14406,2012-10-06,2012-10-13,2012-10-18,1000,1,1000
SO49984,148,14117,25115,2012-10-06,2012-10-13,2012-10-18,1000,1,1000
SO50052,140,16208,27206,2012-10-13,2012-10-20,2012-10-25,2071,1,2071
SO50101,56,5312,16310,2012-10-19,2012-10-26,2012-10-31,2443,1,2443
SO50120,140,4042,15040,2012-10-21,2012-10-28,2012-11-02,2071,1,2071
SO50130,148,8286,19284,2012-10-22,2012-10-29,2012-11-03,1000,1,1000
SO50141,56,13181,24179,2012-10-22,2012-10-29,2012-11-03,2443,1,2443
SO50369,140,4644,15642,2012-10-31,2012-11-07,2012-11-12,2071,1,2071
SO50419,150,3455,14453,2012-11-04,2012-11-11,2012-11-16,1000,1,1000
SO50420,150,14217,25215,2012-11-04,2012-11-11,2012-11-16,1000,1,1000
SO50422,140,4225,15223,2012-11-04,2012-11-11,2012-11-16,2071,1,2071
SO50517,140,16425,27423,2012-11-15,2012-11-22,2012-11-27,2071,1,2071
SO50526,52,16342,27340,2012-11-16,2012-11-23,2012-11-28,783,1,783
SO50616,56,13368,24366,2012-11-24,2012-12-01,2012-12-06,2443,1,2443
SO50789,140,2555,13553,2012-11-30,2012-12-07,2012-12-12,2071,1,2071
SO50806,55,6982,17980,2012-12-02,2012-12-09,2012-12-14,2443,1,2443
SO50834,56,13600,24598,2012-12-04,2012-12-11,2012-12-16,2443,1,2443
SO50871,140,5029,16027,2012-12-07,2012-12-14,2012-12-19,2071,1,2071
SO67221,114,11764,22762,2013-09-28,2013-10-05,2013-10-10,30,1,30
SO67255,150,10143,21141,2013-09-28,2013-10-05,2013-10-10,1120,1,1120
SO67500,114,11309,22307,2013-10-01,2013-10-08,2013-10-13,30,1,30
SO67761,143,2772,13770,2013-10-04,2013-10-11,2013-10-16,540,1,540
SO67916,114,1534,12532,2013-10-07,2013-10-14,2013-10-19,30,1,30
SO67918,114,500,11498,2013-10-07,2013-10-14,2013-10-19,30,1,30
SO52460,143,11277,22275,2013-02-08,2013-02-15,2013-02-20,540,1,540
SO52490,114,11092,22090,2013-02-09,2013-02-16,2013-02-21,30,1,30
SO52761,140,981,11979,2013-02-14,2013-02-21,2013-02-26,2320,1,2320
SO52781,114,5629,16627,2013-02-15,2013-02-22,2013-02-27,30,1,30
SO52830,177,17329,28327,2013-02-15,2013-02-22,2013-02-27,2384,1,2384
SO52860,114,12132,23130,2013-02-16,2013-02-23,2013-02-28,30,1,30
SO63899,114,11794,22792,2013-08-09,2013-08-16,2013-08-21,30,1,30
SO64106,140,3072,14070,2013-08-12,2013-08-19,2013-08-24,2320,1,2320
SO64146,114,9909,20907,2013-08-13,2013-08-20,2013-08-25,30,1,30
SO64341,114,6750,17748,2013-08-16,2013-08-23,2013-08-28,30,1,30
SO64396,114,12583,23581,2013-08-17,2013-08-24,2013-08-29,30,1,30
SO50913,55,13483,24481,2012-12-11,2012-12-18,2012-12-23,2443,1,2443
SO51007,150,14236,25234,2012-12-20,2012-12-27,2013-01-01,1000,1,1000
SO51178,140,247,11245,2012-12-28,2013-01-04,2013-01-09,2320,1,2320
SO51220,143,10577,21575,2012-12-30,2013-01-06,2013-01-11,540,1,540
SO51224,140,347,11345,2012-12-31,2013-01-07,2013-01-12,2320,1,2320
SO51293,140,62,11060,2013-01-04,2013-01-11,2013-01-16,2320,1,2320
SO51310,140,330,11328,2013-01-05,2013-01-12,2013-01-17,2320,1,2320
SO51328,143,15657,26655,2013-01-06,2013-01-13,2013-01-18,540,1,540
SO51363,123,4559,15557,2013-01-08,2013-01-15,2013-01-20,540,1,540
SO55985,114,12730,23728,2013-04-10,2013-04-17,2013-04-22,30,1,30
SO55986,114,12498,23496,2013-04-10,2013-04-17,2013-04-22,30,1,30
SO56006,140,2251,13249,2013-04-10,2013-04-17,2013-04-22,2320,1,2320
SO56061,143,9992,20990,2013-04-11,2013-04-18,2013-04-23,540,1,540
SO56107,167,16861,27859,2013-04-12,2013-04-19,2013-04-24,742,1,742
SO56119,143,11094,22092,2013-04-12,2013-04-19,2013-04-24,540,1,540
SO56126,140,617,11615,2013-04-13,2013-04-20,2013-04-25,2320,1,2320
SO56408,114,6999,17997,2013-04-18,2013-04-25,2013-04-30,30,1,30
SO56446,114,4659,15657,2013-04-19,2013-04-26,2013-05-01,30,1,30
SO59294,113,15509,26507,2013-06-02,2013-06-09,2013-06-14,25,1,25
SO59294,112,15509,26507,2013-06-02,2013-06-09,2013-06-14,2,1,2
SO59320,113,8698,19696,2013-06-02,2013-06-09,2013-06-14,25,1,25
SO59320,112,8698,19696,2013-06-02,2013-06-09,2013-06-14,2,1,2
SO59352,187,13814,24812,2013-06-03,2013-06-10,2013-06-15,50,1,50
SO59362,107,2852,13850,2013-06-03,2013-06-10,2013-06-15,22,1,22
SO59364,107,7189,18187,2013-06-03,2013-06-10,2013-06-15,22,1,22
SO59383,107,778,11776,2013-06-03,2013-06-10,2013-06-15,22,1,22
SO59420,116,17079,28077,2013-06-04,2013-06-11,2013-06-16,21,1,21
SO59423,116,16413,27411,2013-06-04,2013-06-11,2013-06-16,21,1,21
SO59423,112,16413,27411,2013-06-04,2013-06-11,2013-06-16,2,1,2
SO59430,112,11242,22240,2013-06-04,2013-06-11,2013-06-16,2,1,2
SO59439,116,1378,12376,2013-06-04,2013-06-11,2013-06-16,21,1,21
SO59445,107,2309,13307,2013-06-04,2013-06-11,2013-06-16,22,1,22
SO49028,138,2650,13648,2012-07-29,2012-08-05,2012-08-10,2049,1,2049
SO49193,138,18392,29390,2012-08-02,2012-08-09,2012-08-14,2049,1,2049
SO49197,138,18417,29415,2012-08-02,2012-08-09,2012-08-14,2049,1,2049
SO49246,156,12642,23640,2012-08-06,2012-08-13,2012-08-18,2182,1,2182
SO49400,156,6796,17794,2012-08-23,2012-08-30,2012-09-04,2182,1,2182
SO49568,157,13005,24003,2012-08-29,2012-09-05,2012-09-10,2182,1,2182
SO49606,48,10036,21034,2012-09-03,2012-09-10,2012-09-15,783,1,783
SO49650,138,1639,12637,2012-09-08,2012-09-15,2012-09-20,2049,1,2049
SO49665,138,18485,29483,2012-09-09,2012-09-16,2012-09-21,2049,1,2049
